"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"p0860",1967.28554753122,-2.84747614282329,0.11725760345276,-24.2839360431793,2.89791692699469e-130,8.25906324193485e-129
"p0864",197.322586590824,1.07458181099007,0.236934223911555,4.53535919484218,5.75055324896968e-06,1.38716323670287e-05
"p0871",764.947297904043,1.69487568973727,0.156310891084441,10.8429788735686,2.15342826334311e-27,1.26493362491795e-26
"p0872",604.202914842127,-1.69546528287555,0.167628550462789,-10.1144183266795,4.76841011236188e-24,2.55699761774388e-23
"p0873",563.841051855345,3.08767916239501,0.165509409289085,18.6556110353941,1.13695012430206e-77,1.60529012963383e-76
"p0875",1354.07645164902,1.07898943277258,0.115324413102925,9.35612333712548,8.27160126481613e-21,4.0541383269274e-20
"p0876",456.566937486381,-1.49196388108479,0.192090315011122,-7.76699169345632,8.03721121805021e-15,3.28097296142686e-14
"p0881",427.817335423193,-1.57154177408555,0.177785832722044,-8.83952196878672,9.61290078889013e-19,4.45610069701865e-18
"p0884",3169.71025841808,1.09052394075377,0.0833639963328581,13.081473882316,4.20212399531608e-39,3.2995249126487e-38
"p0887",1181.40232477169,1.06730961121458,0.119789344658966,8.90988772209381,5.10842702057409e-19,2.39691133678766e-18
"p0890",413.654759874649,-1.46712779344362,0.189283582363188,-7.75095111328021,9.12067977223997e-15,3.70362168060087e-14
"p0892",332.403132510374,-1.13494753010832,0.192031570318454,-5.91021324371916,3.41665140576042e-09,1.03917520028958e-08
"p0899",971.679041308881,-2.56290863151567,0.146365264904123,-17.5103610354173,1.19434168459077e-68,1.44731641935842e-67
"p0900",4211.61828203353,-1.79649816434243,0.0894337442865538,-20.0874756913485,9.49692029946635e-90,1.67997245297456e-88
"p0907",403.891076196297,-1.62952230242952,0.18781071484743,-8.67640754018367,4.08466537695751e-18,1.87092262355286e-17
"p0915",294.006564884031,1.01104209350085,0.439281407169511,2.30158180382696,0.0213587672671994,0.0323799868652387
"p0919",421.110993060779,2.12387254808179,0.174026907543532,12.2042767872004,2.94917250812203e-34,2.11105883255805e-33
"p0921",231.588907846556,1.22933062226181,0.218933847819866,5.61507795392733,1.9647364880128e-08,5.71593469764026e-08
"p0922",2621.5768393911,5.47324877419894,0.107728690884104,50.8058598807922,0,0
"p0923",588.577207366387,1.11189005653666,0.141412685075825,7.86273208758088,3.75844315143554e-15,1.54658930750249e-14
"p0924",251.879404462988,-1.58994442561471,0.236528851091831,-6.72198938216387,1.79260019183442e-11,6.02360632146982e-11
"p0925",568.776860185064,-2.27525551914812,0.172348628819118,-13.201471544842,8.60377214086013e-40,6.7903617050173e-39
"p0926",461.049124669454,1.57533273455559,0.185237462347275,8.50439600388299,1.82543442545437e-17,8.1430248718095e-17
"p0927",339.465286482886,1.95712318454406,0.1839945788027,10.6368524403249,2.00798233518979e-26,1.13613412274157e-25
"p0931",340.333885521057,2.02012659139744,0.189287173598617,10.6722846191423,1.3721055395147e-26,7.87936725863107e-26
"p0937",575.667990296622,1.4929255945064,0.147690010383023,10.1085076142565,5.06499186881174e-24,2.70660502989627e-23
"p0939",490.321842085288,-1.31843797872646,0.182060515665797,-7.24175680764673,4.42909531127101e-13,1.63855232789569e-12
"p0940",355.03299268372,-1.48251504908319,0.191218139219275,-7.75300426589314,8.97436023470381e-15,3.65384666698655e-14
"p0942",887.067290041885,2.3437753837382,0.131551675137066,17.816385700115,5.27356199139492e-71,6.76334325396398e-70
"p0943",312.223003494746,2.33592047458612,0.190648454170687,12.2525015203888,1.62892650320053e-34,1.1769567551294e-33
"p0944",763.672656221512,3.16506147544327,0.135500509947829,23.3582993647914,1.13492702923034e-120,2.77246459997698e-119
"p0946",3021.42291853714,3.99564156609585,0.0888985790623459,44.9460678476497,0,0
"p0949",1209.71118396148,-3.46780094798368,0.145210406199045,-23.8812151191854,4.8012418553043e-126,1.26761629605087e-124
"p0952",489.782281888258,-2.67166581764182,0.198322575011779,-13.4713146876151,2.30720937200562e-41,1.87872763149029e-40
"p0955",905.667426672103,-2.69572595243933,0.145031342140912,-18.5871957926182,4.07956476196492e-77,5.60575907916429e-76
"p0959",185.312360148576,1.39014988088489,0.240375902674213,5.78323311704415,7.32784038736295e-09,2.1898148264372e-08
"p0960",306.417713567545,-1.7115498805325,0.226823305594473,-7.54574084019609,4.49723577463367e-14,1.76113126136418e-13
"p0962",1274.91586173383,-1.79328194038362,0.117143984343282,-15.3083570653405,6.72410652067584e-53,6.46774995957507e-52
"p0966",666.451794505301,-2.04165933143193,0.152119828855358,-13.421388564493,4.53142267887774e-41,3.63221849103794e-40
"p0968",2746.44956332894,-2.23543802877195,0.0936085244524953,-23.8807100298478,4.85960763268366e-126,1.26761629605087e-124
"p0971",870.071934240082,3.41127704981261,0.131302678826044,25.9802547846874,8.27927376533781e-149,2.83151162774553e-147
"p0972",219.191017054212,-1.1918694706706,0.24946941479703,-4.77761761553138,1.77384296629916e-06,4.41024931362586e-06
"p0973",1562.96737471249,-2.12646961354985,0.109972640301539,-19.3363513662961,2.65617089020659e-83,4.25817395836244e-82
"p0974",170.456917380434,-1.06652311065542,0.259292734731341,-4.11320090306606,3.90210512155273e-05,8.65322735168538e-05
"p0975",510.478880658728,-2.06185302385691,0.180019944330957,-11.4534699558972,2.25917290903627e-30,1.43672194504414e-29
"p0978",607.195970981691,-1.53618871246088,0.153940364840113,-9.97911570533443,1.88135960426573e-23,9.88195368930017e-23
"p0979",769.493197727899,1.88006320692681,0.149059053437919,12.6128749885684,1.79329736227928e-36,1.3595490840137e-35
"p0981",806.956924674582,2.4721373529211,0.132593923157945,18.6444242243011,1.40155172781804e-77,1.96089828101088e-76
"p0986",771.133865535792,-1.5639175981782,0.141508784008925,-11.0517351211184,2.15018337048059e-28,1.29769890477241e-27
"p0987",201.02448152239,1.00835658842996,0.232421853831392,4.33847580082322,1.43474278932814e-05,3.33042104491102e-05
"p0990",1019.52495911048,-1.37042444717272,0.121248053910041,-11.3026510775134,1.27315507847934e-29,7.9649823812183e-29
"p0993",1034.28872916908,-1.2204558373995,0.125543054368228,-9.72141265433776,2.443674157017e-22,1.25360484254972e-21
"p0995",223.183303942267,-1.0006166971643,0.24424862082791,-4.09671380650005,4.19056448883171e-05,9.23965436720918e-05
"p0996",210.123227399609,1.3239666461769,0.224572123824526,5.89550752617633,3.73531482216675e-09,1.13162391955012e-08
"p0998",389.035494230126,1.29153014197265,0.175730704363756,7.34948480772736,1.98972266664146e-13,7.52379160678428e-13
"p0999",1548.26264218679,-1.12331033604159,0.11155841665781,-10.0692567149567,7.55468427634111e-24,4.02306543297196e-23
"p1000",2163.57549798024,-1.14828245969969,0.0967705307229145,-11.8660345367702,1.77692348816723e-32,1.18899358621277e-31
"p1002",2151.20332402156,-1.34848757447776,0.107288628410945,-12.5687837979686,3.13509567297406e-36,2.35361572717419e-35
"p1004",213.078583714386,1.10519378517785,0.227013219613798,4.86841157117654,1.12498842739417e-06,2.84295105050843e-06
"p1007",761.826079448389,-2.00395171521285,0.143690200408976,-13.9463353068555,3.31190915754297e-44,2.86349898508912e-43
"p1017",928.870287965899,-1.08298514372079,0.128950040216585,-8.39848628121251,4.52270789176172e-17,1.99439754883132e-16
"p1023",193.605150636247,-1.08283914645212,0.25309006037571,-4.27847361861883,1.88179287764925e-05,4.30323809613996e-05
"p1025",349.180823479559,-2.14726261835862,0.224484066833143,-9.56532304786989,1.11851609023563e-21,5.60715395072518e-21
"p1027",177.023755726023,-1.3005775240781,0.261775381593152,-4.96829578153167,6.75438824417396e-07,1.7559127546932e-06
"p1030",178.464551077128,1.52882640106926,0.240187675309594,6.36513259516192,1.95121100229908e-10,6.30864229524849e-10
"p1040",544.049340542788,2.42313963987148,0.150115975817866,16.1417838885546,1.29736790351014e-58,1.3962581842672e-57
"p1041",1013.9082618035,-3.02318074850908,0.154988729023939,-19.5058103098719,9.79919276416059e-85,1.62160835097238e-83
"p1043",242.759550299167,1.48623122271694,0.212774040726966,6.98502137591161,2.84812613625776e-12,1.01464493604183e-11
"p1046",551.648249032494,-2.27733654807955,0.17651628931957,-12.9015659509849,4.41042635888111e-38,3.42810412440304e-37
"p1051",179.404982235392,1.50078285091943,0.242050256607417,6.20029440147861,5.63576385489807e-10,1.77370972856608e-09
"p1052",343.370012932873,-1.64050992690852,0.2069153781037,-7.928409874332,2.21969659437073e-15,9.23273799658528e-15
"p1053",362.499616338057,1.28089752049786,0.179488840775202,7.13636299039949,9.58327341767114e-13,3.49494260421703e-12
"p1054",438.037687753625,1.31833940871688,0.16433745639979,8.02214807018622,1.03911773728523e-15,4.41768562895571e-15
"p1067",4521.75345136806,-2.89873955280883,0.0998630245306032,-29.0271556107386,2.98964394432489e-185,1.24353027846378e-183
"p1068",2028.90085778842,1.8671869369862,0.0915936384230923,20.3855526337018,2.24665095829505e-92,4.11618550573343e-91
"p1069",2532.83136559848,5.00636396073554,0.107331476263502,46.643949519941,0,0
